,name,lat,long,datetime,gauge,year,month,day,hour,abs hours
134,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-01-27-00,2.0049999999999994,2017,1,27,0,624
135,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-01-27-01,1.9883333333333333,2017,1,27,1,625
136,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-01-27-02,1.9675,2017,1,27,2,626
137,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-01-27-03,1.9541666666666666,2017,1,27,3,627
138,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-01-27-04,1.9433333333333334,2017,1,27,4,628
139,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-01-27-05,1.925833333333333,2017,1,27,5,629
140,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-01-27-06,1.9199999999999997,2017,1,27,6,630
141,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-01-28-00,1.84,2017,1,28,0,648
142,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-01-29-00,1.78,2017,1,29,0,672
143,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-01-30-00,1.69,2017,1,30,0,696
144,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-01-31-00,1.76,2017,1,31,0,720
145,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-01-00,1.43,2017,2,1,0,744
146,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-02-00,0.45,2017,2,2,0,768
147,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-03-00,0.88,2017,2,3,0,792
148,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-04-00,1.41,2017,2,4,0,816
149,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-05-00,1.83,2017,2,5,0,840
150,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-06-00,1.64,2017,2,6,0,864
151,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-07-03,3.8200000000000003,2017,2,7,3,891
152,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-07-04,3.7633333333333336,2017,2,7,4,892
153,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-07-05,3.684166666666666,2017,2,7,5,893
154,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-07-06,3.5925000000000007,2017,2,7,6,894
155,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-07-07,3.5075000000000003,2017,2,7,7,895
156,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-08-00,3.4458333333333333,2017,2,8,0,912
157,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-08-01,3.4124999999999996,2017,2,8,1,913
158,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-08-02,3.3716666666666666,2017,2,8,2,914
159,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-08-03,3.338333333333333,2017,2,8,3,915
160,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-08-04,3.439166666666667,2017,2,8,4,916
161,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-08-05,3.6758333333333333,2017,2,8,5,917
162,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-08-06,4.1241666666666665,2017,2,8,6,918
163,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-08-07,4.808333333333334,2017,2,8,7,919
164,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-09-00,5.722499999999999,2017,2,9,0,936
165,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-09-01,6.735833333333335,2017,2,9,1,937
166,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-09-02,7.805833333333333,2017,2,9,2,938
167,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-09-03,8.603333333333333,2017,2,9,3,939
168,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-09-04,8.983333333333333,2017,2,9,4,940
169,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-09-05,9.261666666666665,2017,2,9,5,941
170,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-09-06,9.18833333333333,2017,2,9,6,942
171,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-09-07,8.944166666666666,2017,2,9,7,943
172,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-10-00,8.625,2017,2,10,0,960
173,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-10-01,8.310833333333333,2017,2,10,1,961
174,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-10-02,7.8675,2017,2,10,2,962
175,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-10-03,7.499090909090909,2017,2,10,3,963
176,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-10-07,6.27,2017,2,10,7,967
177,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-11-00,6.093333333333333,2017,2,11,0,984
178,"CLACKAMAS RIVER ABOVE THREE LYNX CREEK, OR",45.1248432,-122.07341370000002,2017-02-11-01,5.892500000000001,2017,2,11,1,985
